time,seconds_elapsed,z,y,x
1718607420340786400,0.097786376953125,9.852447509765625,-0.28235307335853577,-0.15254244208335876
1718607420389661200,0.1466611328125,9.836894035339355,-0.2961117923259735,-0.13280165195465088
1718607420438535700,0.19553564453125,9.880562782287598,-0.29790642857551575,-0.20159530639648438
1718607420487410400,0.244410400390625,9.863214492797852,-0.32123643159866333,-0.24167509377002716
1718607420536285000,0.293284912109375,9.858428955078125,-0.26620152592658997,-0.19322042167186737
1718607420585159700,0.34215966796875,9.856036186218262,-0.27038896083831787,-0.16331014037132263
1718607420634034200,0.3910341796875,9.865608215332031,-0.30508488416671753,-0.16151553392410278
1718607420682908700,0.43990869140625,9.865608215332031,-0.3128615617752075,-0.16749759018421173
1718607420731783400,0.488783447265625,9.869196891784668,-0.2961117923259735,-0.12442677468061447
1718607420780658000,0.537657958984375,9.862616539001465,-0.2590230405330658,-0.10707881301641464
1718607420829532700,0.58653271484375,9.861420631408691,-0.28893333673477173,-0.18305093050003052
1718607420878407200,0.6354072265625,9.856036186218262,-0.2991028428077698,-0.25722843408584595
1718607420927282000,0.684281982421875,9.842277526855469,-0.3008974492549896,-0.28175488114356995
1718607420976156400,0.733156494140625,9.874580383300781,-0.2829512655735016,-0.27756741642951965
1718607421025031200,0.78203125,9.838688850402832,-0.2679961323738098,-0.3008974492549896
1718607421073905700,0.83090576171875,9.879366874694824,-0.2757728099822998,-0.25363919138908386
1718607421122780200,0.8797802734375,9.850054740905762,-0.3026920557022095,-0.23210379481315613
1718607421171655000,0.928655029296875,9.882357597351074,-0.3314059376716614,-0.2147558331489563
1718607421220529400,0.977529296875,9.875179290771484,-0.31764721870422363,-0.16271193325519562
1718607421269404200,1.026404052734375,9.856635093688965,-0.27397820353507996,-0.1339980661869049
1718607421318278700,1.075278564453125,9.869196891784668,-0.23210379481315613,-0.09391828626394272
1718607421367153400,1.1241533203125,9.850054740905762,-0.31405797600746155,-0.09810572862625122
1718607421416028000,1.17302783203125,9.870991706848145,-0.30209386348724365,-0.19621145725250244
1718607421464902700,1.221902587890625,9.854242324829102,-0.2913261651992798,-0.27696922421455383
1718607421513777200,1.270777099609375,9.867402076721191,-0.251844584941864,-0.19142581522464752
1718607421562652000,1.31965185546875,9.863214492797852,-0.2997010350227356,-0.15314064919948578
1718607421611526400,1.3685263671875,9.860821723937988,-0.2727817893028259,-0.11964113265275955
1718607421660401200,1.417401123046875,9.863813400268555,-0.34636107087135315,-0.11485548317432404
1718607421709275600,1.466275634765625,9.865009307861328,-0.29371899366378784,-0.1657029688358307
1718607421758150400,1.515150390625,9.861420631408691,-0.26201409101486206,-0.22193430364131927
1718607421807025000,1.56402490234375,9.853045463562012,-0.25722843408584595,-0.2584248483181
1718607421855899400,1.6128994140625,9.861420631408691,-0.2829512655735016,-0.2560320198535919
1718607421904774100,1.661774169921875,9.863813400268555,-0.2913261651992798,-0.22013968229293823
1718607421953649000,1.71064892578125,9.854840278625488,-0.2871387302875519,-0.1746760457754135
1718607422002523400,1.7595234375,9.863214492797852,-0.31465616822242737,-0.16869398951530457
1718607422051398000,1.80839794921875,9.857233047485352,-0.24885354936122894,-0.19980068504810333
1718607422100272600,1.857272705078125,9.906285285949707,-0.2745763957500458,-0.18484555184841156
1718607422149147100,1.906147216796875,9.821340560913086,-0.28175488114356995,-0.15074782073497772
1718607422198022000,1.95502197265625,9.90269660949707,-0.28953152894973755,-0.19262222945690155
1718607422246896400,2.003896484375,9.831509590148926,-0.2763710021972656,-0.22971096634864807
1718607422295771100,2.052771240234375,9.893723487854004,-0.2757728099822998,-0.1381855010986328
1718607422344645600,2.101645751953125,9.848259925842285,-0.2949153780937195,-0.14356936514377594
1718607422393520400,2.150520263671875,9.860821723937988,-0.3032902777194977,-0.20817556977272034
1718607422442395000,2.199394775390625,9.841679573059082,-0.2913261651992798,-0.2554338276386261
1718607422491269600,2.24826953125,9.864411354064941,-0.2829512655735016,-0.19322042167186737
1718607422540144000,2.29714404296875,9.863214492797852,-0.23808585107326508,-0.12681959569454193
1718607422589019000,2.346018798828125,9.850652694702148,-0.28534409403800964,-0.16510476171970367
1718607422637893400,2.394893310546875,9.855438232421875,-0.32243284583091736,-0.20458634197711945
1718607422686768000,2.44376806640625,9.90688419342041,-0.2548356056213379,-0.2392822653055191
1718607422735642600,2.492642578125,9.841679573059082,-0.2548356056213379,-0.24885354936122894
1718607422784517400,2.541517333984375,9.858428955078125,-0.2548356056213379,-0.23748764395713806
1718607422833391900,2.590391845703125,9.855438232421875,-0.36729827523231506,-0.22791635990142822
1718607422882266400,2.639266357421875,9.853045463562012,-0.4019941985607147,-0.2147558331489563
1718607422931141000,2.68814111328125,9.868598937988281,-0.38763725757598877,-0.22911277413368225
1718607422980015900,2.737015869140625,9.876974105834961,-0.32542386651039124,-0.1537388563156128
1718607423028890400,2.785890380859375,9.832706451416016,-0.3684946894645691,-0.10468599200248718
1718607423077764900,2.834764892578125,9.89133071899414,-0.2961117923259735,-0.15672987699508667
1718607423126639600,2.8836396484375,9.750154495239258,-0.3529413342475891,-0.2153540402650833
1718607423175514000,2.93251416015625,9.912267684936523,-0.6622136831283569,-0.19680966436862946
1718607423224388900,2.981388916015625,9.89850902557373,-0.6424728631973267,-0.09631111472845078
1718607423273263400,3.030263427734375,9.858428955078125,-0.3732803463935852,-0.12382857501506805
1718607423322138000,3.07913818359375,9.839884757995605,-0.5006981492042542,-0.2225325107574463
1718607423371012600,3.1280126953125,9.855438232421875,-0.6693921089172363,-0.1704886108636856
1718607423419887400,3.176887451171875,9.863813400268555,-0.641276478767395,-0.1537388563156128
1718607423468761900,3.225761962890625,9.820143699645996,-0.6083751320838928,-0.1908276081085205
1718607423517636600,3.27463671875,9.92243766784668,-0.5252245664596558,-0.1621137410402298
1718607423566511000,3.323510986328125,9.775876998901367,-0.5964110493659973,-0.19202402234077454
1718607423615385900,3.3723857421875,9.827920913696289,-0.706480860710144,-0.2386840581893921
1718607423664260400,3.42126025390625,9.902098655700684,-0.6352944374084473,-0.1860419660806656
1718607423713135000,3.470135009765625,9.825528144836426,-0.8805587291717529,-0.20817556977272034
1718607423762009600,3.519009521484375,9.920642852783203,-0.7591229677200317,-0.2027917206287384
1718607423810884400,3.56788427734375,9.806385040283203,-0.7854440212249756,-0.16809579730033875
1718607423859758800,3.6167587890625,9.835697174072266,-0.8333004713058472,-0.2183450609445572
1718607423908633600,3.665633544921875,9.826126098632812,-0.8919246196746826,-0.2231307178735733
1718607423957508000,3.714508056640625,9.865608215332031,-0.9984052777290344,-0.17108681797981262
1718607424006382800,3.7633828125,9.837491989135742,-0.9445667266845703,-0.22073788940906525
1718607424055257300,3.81225732421875,9.923035621643066,-0.8009973764419556,-0.2721835672855377
1718607424104132000,3.861132080078125,9.767501831054688,-0.9936196208000183,-0.30149564146995544
1718607424153006600,3.910006591796875,9.872187614440918,-1.1306086778640747,-0.2667997181415558
1718607424201881300,3.95888134765625,9.853045463562012,-1.1234302520751953,-0.24825534224510193
1718607424250755800,4.007755859375,9.817152976989746,-1.1802598237991333,-0.2315055876970291
1718607424299630300,4.05663037109375,9.853643417358398,-1.0378868579864502,-0.18544375896453857
1718607424348505000,4.105505126953125,9.797411918640137,-1.1072787046432495,-0.24287149310112
1718607424397379600,4.154379638671875,9.857831001281738,-1.170688509941101,-0.21655045449733734
1718607424446254300,4.20325439453125,9.831509590148926,-1.215553879737854,-0.23808585107326508
1718607424495128800,4.25212890625,9.872786521911621,-1.2095718383789062,-0.2386840581893921
1718607424544003600,4.301003662109375,9.795618057250977,-1.2005987167358398,-0.28534409403800964
1718607424592878000,4.349878173828125,9.892526626586914,-1.2550355195999146,-0.24885354936122894
1718607424641752800,4.3987529296875,9.762118339538574,-1.3052847385406494,-0.25304099917411804
1718607424690627300,4.44762744140625,9.902098655700684,-1.4344971179962158,-0.2667997181415558
1718607424739502000,4.496502197265625,9.834501266479492,-1.4673985242843628,-0.2315055876970291
1718607424788376600,4.54537646484375,9.829116821289062,-1.3824533224105835,-0.23270200192928314
1718607424837251300,4.594251220703125,9.811769485473633,-1.3615161180496216,-0.1944168359041214
1718607424886125800,4.643125732421875,9.779465675354004,-1.4225330352783203,-0.1782652884721756
1718607424935000600,4.69200048828125,9.872187614440918,-1.5122638940811157,-0.251844584941864
1718607424983875000,4.740875,9.843474388122559,-1.4207384586334229,-0.24167509377002716
1718607425032749800,4.789749755859375,9.847661972045898,-1.353141188621521,-0.22552353143692017
1718607425081624300,4.838624267578125,9.821938514709473,-1.3543375730514526,-0.20578274130821228
1718607425130499000,4.8874990234375,9.830313682556152,-1.4799607992172241,-0.14835500717163086
1718607425179373600,4.93637353515625,9.830911636352539,-1.5128620862960815,-0.16749759018421173
1718607425228248300,4.985248291015625,9.834501266479492,-1.3639088869094849,-0.22133609652519226
1718607425277122800,5.034122802734375,9.79262638092041,-1.2849457263946533,-0.31764721870422363
1718607425325997600,5.08299755859375,9.77408218383789,-1.397408366203308,-0.3038884699344635
1718607425374872000,5.1318720703125,9.865009307861328,-1.4889339208602905,-0.22911277413368225
1718607425423746800,5.180746826171875,9.848259925842285,-1.4709876775741577,-0.11126625537872314
1718607425472621300,5.229621337890625,9.838089942932129,-1.3758729696273804,-0.11425728350877762
1718607425521496000,5.27849609375,9.851848602294922,-1.347757339477539,-0.27397820353507996
1718607425570370600,5.32737060546875,9.793225288391113,-1.4069796800613403,-0.22013968229293823
1718607425619245300,5.376245361328125,9.885348320007324,-1.5020943880081177,-0.20817556977272034
1718607425668119800,5.425119873046875,9.885348320007324,-1.4117653369903564,-0.17706887423992157
1718607425716994600,5.47399462890625,9.836296081542969,-1.3298112154006958,-0.2847459018230438
1718607425765869000,5.522869140625,9.876375198364258,-1.3860424757003784,-0.30987054109573364
1718607425814743600,5.57174365234375,9.81117057800293,-1.4315061569213867,-0.19322042167186737
1718607425863618300,5.620618408203125,9.762118339538574,-1.4841482639312744,-0.05922235921025276
