time,seconds_elapsed,z,y,x
1718607420340786400,0.097786376953125,9.863813400268555,-0.2793620526790619,-0.16689938306808472
1718607420389661200,0.1466611328125,9.848259925842285,-0.29312077164649963,-0.14715859293937683
1718607420438535700,0.19553564453125,9.891928672790527,-0.29431718587875366,-0.21595224738121033
1718607420487410400,0.244410400390625,9.874580383300781,-0.31824541091918945,-0.2554338276386261
1718607420536285000,0.293284912109375,9.869794845581055,-0.2626122832298279,-0.20757736265659332
1718607420585159700,0.34215966796875,9.867402076721191,-0.267397940158844,-0.17766708135604858
1718607420634034200,0.3910341796875,9.876974105834961,-0.30209386348724365,-0.17587246000766754
1718607420682908700,0.43990869140625,9.876974105834961,-0.30987054109573364,-0.18125630915164948
1718607420731783400,0.488783447265625,9.880562782287598,-0.29312077164649963,-0.13878370821475983
1718607420780658000,0.537657958984375,9.873982429504395,-0.2554338276386261,-0.12143574655056
1718607420829532700,0.58653271484375,9.872786521911621,-0.28594231605529785,-0.19740787148475647
1718607420878407200,0.6354072265625,9.867402076721191,-0.2961117923259735,-0.2715853750705719
1718607420927282000,0.684281982421875,9.853643417358398,-0.29790642857551575,-0.2961117923259735
1718607420976156400,0.733156494140625,9.885947227478027,-0.2799602448940277,-0.2919243574142456
1718607421025031200,0.78203125,9.850054740905762,-0.26500511169433594,-0.3152543902397156
1718607421073905700,0.83090576171875,9.890732765197754,-0.2721835672855377,-0.267397940158844
1718607421122780200,0.8797802734375,9.861420631408691,-0.2991028428077698,-0.24646073579788208
1718607421171655000,0.928655029296875,9.893723487854004,-0.3278166949748993,-0.22911277413368225
1718607421220529400,0.977529296875,9.886545181274414,-0.31465616822242737,-0.17706887423992157
1718607421269404200,1.026404052734375,9.868000984191895,-0.27038896083831787,-0.14835500717163086
1718607421318278700,1.075278564453125,9.880562782287598,-0.22851456701755524,-0.10827522724866867
1718607421367153400,1.1241533203125,9.861420631408691,-0.31046873331069946,-0.11246266216039658
1718607421416028000,1.17302783203125,9.882357597351074,-0.29850462079048157,-0.20997019112110138
1718607421464902700,1.221902587890625,9.865608215332031,-0.2883351147174835,-0.2913261651992798
1718607421513777200,1.270777099609375,9.878767967224121,-0.24885354936122894,-0.20578274130821228
1718607421562652000,1.31965185546875,9.874580383300781,-0.2967100143432617,-0.16689938306808472
1718607421611526400,1.3685263671875,9.872187614440918,-0.26919254660606384,-0.1339980661869049
1718607421660401200,1.417401123046875,9.875179290771484,-0.3433700501918793,-0.12921242415905
1718607421709275600,1.466275634765625,9.876375198364258,-0.29012975096702576,-0.18005990982055664
1718607421758150400,1.515150390625,9.872786521911621,-0.2584248483181,-0.23629122972488403
1718607421807025000,1.56402490234375,9.864411354064941,-0.25423741340637207,-0.2727817893028259
1718607421855899400,1.6128994140625,9.872786521911621,-0.2793620526790619,-0.26979073882102966
1718607421904774100,1.661774169921875,9.875179290771484,-0.2883351147174835,-0.23389841616153717
1718607421953649000,1.71064892578125,9.866206169128418,-0.2835494875907898,-0.18903298676013947
1718607422002523400,1.7595234375,9.874580383300781,-0.3116651475429535,-0.18305093050003052
1718607422051398000,1.80839794921875,9.868598937988281,-0.24586252868175507,-0.21415762603282928
1718607422100272600,1.857272705078125,9.917651176452637,-0.2709871530532837,-0.1986042857170105
1718607422149147100,1.906147216796875,9.832706451416016,-0.27816563844680786,-0.16450655460357666
1718607422198022000,1.95502197265625,9.9140625,-0.28594231605529785,-0.2069791555404663
1718607422246896400,2.003896484375,9.842875480651855,-0.27337998151779175,-0.243469700217247
1718607422295771100,2.052771240234375,9.905089378356934,-0.2721835672855377,-0.15254244208335876
1718607422344645600,2.101645751953125,9.859625816345215,-0.2919243574142456,-0.15732808411121368
1718607422393520400,2.150520263671875,9.872187614440918,-0.3002992272377014,-0.2225325107574463
1718607422442395000,2.199394775390625,9.853045463562012,-0.2883351147174835,-0.26979073882102966
1718607422491269600,2.24826953125,9.875777244567871,-0.2799602448940277,-0.20757736265659332
1718607422540144000,2.29714404296875,9.874580383300781,-0.2350948303937912,-0.14117653667926788
1718607422589019000,2.346018798828125,9.862018585205078,-0.28235307335853577,-0.1788634955883026
1718607422637893400,2.394893310546875,9.866804122924805,-0.3188436031341553,-0.2189432680606842
1718607422686768000,2.44376806640625,9.917651176452637,-0.2512463629245758,-0.25363919138908386
1718607422735642600,2.492642578125,9.853045463562012,-0.251844584941864,-0.2632105052471161
1718607422784517400,2.541517333984375,9.869794845581055,-0.251844584941864,-0.251844584941864
1718607422833391900,2.590391845703125,9.866804122924805,-0.3643072545528412,-0.24227328598499298
1718607422882266400,2.639266357421875,9.864411354064941,-0.39900317788124084,-0.22911277413368225
1718607422931141000,2.68814111328125,9.879964828491211,-0.3840480446815491,-0.243469700217247
1718607422980015900,2.737015869140625,9.88833999633789,-0.32243284583091736,-0.16809579730033875
1718607423028890400,2.785890380859375,9.844072341918945,-0.3655036687850952,-0.11904292553663254
1718607423077764900,2.834764892578125,9.90269660949707,-0.29312077164649963,-0.17108681797981262
1718607423126639600,2.8836396484375,9.761520385742188,-0.34995031356811523,-0.22971096634864807
1718607423175514000,2.93251416015625,9.923633575439453,-0.6592226624488831,-0.2105683982372284
1718607423224388900,2.981388916015625,9.90987491607666,-0.6394818425178528,-0.11066804826259613
1718607423273263400,3.030263427734375,9.869794845581055,-0.37028929591178894,-0.1381855010986328
1718607423322138000,3.07913818359375,9.851250648498535,-0.4977070987224579,-0.23688943684101105
1718607423371012600,3.1280126953125,9.866804122924805,-0.6658028960227966,-0.18484555184841156
1718607423419887400,3.176887451171875,9.875179290771484,-0.6382854580879211,-0.16749759018421173
1718607423468761900,3.225761962890625,9.831509590148926,-0.6047859191894531,-0.20518454909324646
1718607423517636600,3.27463671875,9.93380355834961,-0.5222335457801819,-0.17647066712379456
1718607423566511000,3.323510986328125,9.787242889404297,-0.5928218364715576,-0.20578274130821228
1718607423615385900,3.3723857421875,9.839286804199219,-0.7034898400306702,-0.25304099917411804
1718607423664260400,3.42126025390625,9.913464546203613,-0.6323033571243286,-0.20039889216423035
